NEWID	SPECIMEN_ID	COLLECTOR	NUMBER	ADDCOLL_LABEL	HERBARIOS	COLLDD	COLLMM	COLLYY	LABEL_NAME	NOME	GENUS	SP1	ESPECIE_ARTIGO	DETBY	DETMONTH	DETYEAR	OLDDETS	TAXON_NOTES	VERNACULAR	CLADO	ITS_TIP	CPDNA_TIP	NOTA_DE_HABITAT	NOTA_DE_SOLO	HABITOSTD	PLANT_DAP_CM	PLANT_HEIGHT_M	FERT	LABEL_NOTES	ALTITUDE_EST	ALTI_RANGE	LATITUDE	LONGITUDE	COORD_REF	COUNTRY	PROVINCE	MUNICIPIO	MINORAREA	NOTAS_LOCALIDADE	END
VIC1670	Vicen_1670	Vicentini, A.	1670		MO	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Campinarana baixa (4-6 m de dossel) e densa de arvoretas finas (onde ocorre Pagamea), circundada por uma campinarana alta (20-25 m), solo de areia branca enegrecida por matéria orgânica. Emmotum, Heisteria, Scheflera, Roupala, Myrtaceae, Allamanda	arenoso cinza escuro.	Small tree	1	1.5	Estéril	Formando grupo com outros 2 indivíduos (clone?). Estéril.	513		-12.7294444444	-60.1905555556	GPS	Brasil	Rondônia	Vilhena	BR-364	Ramal a esquerda no km 3-4 da BR Vilhena-Porto Velho, entrada para o Balneário do Raimundo, ao longo da margem esquerda do ramal.	endofline
VIC1668	Vicen_1668	Vicentini, A.	1668		MO	26	7	2000	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	7	2000				Guianensis			Campinarana baixa (4-6 m de dossel) e densa de arvoretas finas (onde ocorre Pagamea), circundada por uma campinarana alta (20-25 m), solo de areia branca enegrecida por matéria orgânica. Emmotum, Heisteria, Scheflera, Roupala, Myrtaceae, Allamanda	arenoso cinza escuro.	Shrub	1	1	Estéril		539		-12.7286111111	-60.1908333333	GPS	Brasil	Rondônia	Vilhena	BR-364	Ramal a esquerda no km 3-4 da BR Vilhena-Porto Velho, entrada para o Balneário do Raimundo, ao longo da margem esquerda do ramal.	endofline
SIL2505	Silva_2505	Silva, N.T.	2505		NY	28	7	1969	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1984				Guianensis			Campo cerrado		Shrub		1.2	Fruit		87.25		-1.0041666667	-52.3833333333	map projeto jari	Brasil	Amapá	Vitória do Jari	Água Branca	Água Branca	endofline
SIL1839	Silva_1839	Silva, N.T.	1839		NY	10	4	1969	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Kirkbride Jr., J.H.	 	1984				Guianensis			Mata de caatinga		Tree	10	8	Flower; Fruit	Col. de madeira.	88.25		-1	-52.4166666667	map projeto jari	Brasil	Amapá	Vitória do Jari		Planalto A.	endofline
VIC2040	Vicen_2040	Vicentini, A.	2040		INPA	10	4	2002	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Puberula			Moita em savanna	areia-branca	Shrub		2	Fruit	Não coletada. Fotografada.	16		5.4652777778	-55.1794444444	gps	Suriname	Para	Zuid	Zanderij	Perto do Aereoporto	endofline
POEF6121	Poepp_F612177	Poeppig	F612177		F	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2001				Guianensis								Flower		0		 	 		Peru					endofline
MILSN2	Miles_SN2	Miles Moss, A.	SN2		BM	30	11	1918	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		0		 	 		Brasil	Pará				endofline
MILSN1	Miles_SN1	Miles Moss, A.	SN1		BM	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		0		 	 		Brasil	Pará				endofline
BM4_2	BM_4_2	BM	4_2		BM	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis										0		 	 							endofline
UNK243	unkno_243	unknown	243		BM	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis										0		 	 							endofline
BLA684	Blanc_684 (1062)	Blanchet	684 (1062)		BM; F	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis										0		 	 		Brasil	Bahia				endofline
HER383	Herb._383	Herb. Mus. Paris.	383		F	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis										7		4.6161111111	-51.245	map random along the coast	Guyane Francaise					endofline
BLA2188	Blanc_2188	Blanchet	2188		F	30	11	1833	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		0		 	 		Brasil	Bahia				endofline
DUC2601	Ducke_2601	Ducke, A.	2601		F	27	2	1902	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Fruit		0		 	 		Brasil	Pará			Estrada de Pinheiros, Suyana	endofline
NEWSN	Newma_SN	Newman	SN		F	0	0	0	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		0		 	 		Brasil					endofline
POE2984	Poepp_2984	Poeppig	2984		F	30	11	1831	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006		I don’t think this collection is from Peru and is wrongly annotated in the cleptosample from F.		Guianensis								Flower		0		 	 		Peru					endofline
CIDSN1	Cid  _sn1	Cid  Ferreira, C.A.	sn1		INPA	 	 	 		Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis									INDIVIDUO 1	0		 	 		Brasil	Pará		BR-116	Belém-Tocantins	endofline
CIDSN2	Cid  _sn2	Cid  Ferreira, C.A.	sn2		INPA	 	 	 		Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis									INDIVIDUO 2	0		 	 		Brasil	Pará		BR-116	Belém-Tocantins	endofline
PERSN	Perri_SN	Perrittez	SN		P	30	11	1820	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Puberula								Flower		0		 	 		Guyana					endofline
SELSN	Sello_sn	Sellow, F.	sn		US	30	11	1749	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Guianensis								Flower		0		 	 		Brasil	Pará				endofline
HAR17423	Harle_17423	Harley, R.M.	17423		MO; NY; P; US	25	3	1974	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Steyermark, A.	 	 				Harleyi			High restinga foresta and marginal vegetation bordering grassy open area	damp white sand				Flower-old		69.5		-16.05	-39.0333333333	LABEL	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Mogiquicaba. Estrada Belmonte-Itapebi, 26 km SW of Belmonte and 4 km along side road towards the sea.	endofline
SAN1138	Santo_1138	Santos, T.S.	1138		CEPEC	23	9	1970	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga		Shrub		2	Flower	Flores esverdeadas.	1		-15.85	-38.8833333333	USGS - Belmonte	Brasil	Bahia	Belmonte			endofline
VIC1623	Vicen_1623	Vicentini, A.	1623		INPA	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga arbórea baixa (ca. 6-8 m de dossel) entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo.	Podzól hidromófico	Tree	4	4	Bud	Formando moita de 4 m de diâmetro.  INFL - muito jovens, sem botões definidos.	43		-16.0338888889	-38.9775	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 7 km depois da entrada na estrada Cabrália-Belmonte.	endofline
VIC1618	Vicen_1618	Vicentini, A.	1618		INPA	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga baixa (ca. 2-3 m de dossel) formando ilhas entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo, Pdozól hidromórfico.	Podzól hidromófico	Tree	6	3	Estéril	Borda da restinga, inclinada para área graminosa, copa ellíptica vertical, 3 m de altura x 1.5 m de largura, ramificada desde o nível do solo. Estéril.	45		-16.0375	-38.9738888889	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 5 km depois da entrada na estrada Cabrália-Belmonte.	endofline
VIC1620	Vicen_1620	Vicentini, A.	1620		INPA	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga arbórea baixa (ca. 6-8 m de dossel) entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo.	Podzól hidromófico	Small tree	5	8	Flower	Copa rala.	49		-16.0341666667	-38.9763888889	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 7 km depois da entrada na estrada Cabrália-Belmonte.	endofline
VIC1622	Vicen_1622	Vicentini, A.	1622		INPA	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga arbórea baixa (ca. 6-8 m de dossel) entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo.	Podzól hidromófico	Tree	8	3	Bud	Três troncos. Ritidoma cinza e fissurado. Copa elíptica vertical com 3 m de altura x 1 m de diâmetro, ramificada desde o nível do solo. INFL - jovens, sem botões definidos.	51		-16.0344444444	-38.9772222222	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 7 km depois da entrada na estrada Cabrália-Belmonte.	endofline
VIC1617	Vicen_1617	Vicentini, A.	1617		INPA	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga baixa (ca. 2-3 m de dossel) formando ilhas entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo, Pdozól hidromórfico.	Podzól hidromófico	Shrub	2	1.5	Estéril	Formando moita de ca. 1.5 m de diâmetro. Estéril.	56		-16.0394444444	-38.9727777778	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 5 km depois da entrada na estrada Cabrália-Belmonte.	endofline
VIC1616	Vicen_1616	Vicentini, A.	1616		INPA; MO	2	7	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	7	2000				Harleyi			Restinga baixa (ca. 2-3 m de dossel) formando ilhas entremeadas por áreas baixas inundáveis dominadas por Lagenocarpus e, em algumas áreas Bonnettia. Planalto Cristalino, Tabuleiro Pré-Litorâneo, Pdozól hidromórfico.	Podzól hidromófico	Small tree		3.5	Bud	Com 3 troncos de ca. 2.5 m de altura x < 3 cm diâmetro, fromando moita de 2 m de diâmetro. INFL - muito jovens, sem botões definidos.	47		-16.04	-38.9722222222	GPS	Brasil	Bahia	Belmonte	Estrada Belmonte-Itapebi	Estrada Belmonte-Itapebi, ca. 5 km depois da entrada na estrada Cabrália-Belmonte.	endofline
BEL1736	Belém_1736	Belém, R.P.	1736		CEPEC	8	9	1965	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga		Shrub		1	Flower	Flores cremes por fora, por dentro com pilosidade branca.	99.5		-15.5583333333	-39.5066666667	MAP	Brasil	Bahia	Camacan	Estrada Canavieiras-Camacan	32 km W de Canavieiras, Margem da Rodovia Camacan	endofline
BEL831	Belém_831	Belém, R.P.	831	Magalhães, M.	CEPEC; NY	12	4	1965	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Mata litorânea		Shrub		2	Flower; Fruit	Flores crems, frutos verdes.	99.5		-15.5583333333	-39.5066666667	MAP	Brasil	Bahia	Camacan	Estrada Canavieiras-Camacan	30 km W de Canavieiras, Margem da Rodovia Camacan	endofline
BEL1697	Belém_1697	Belém, R.P.	1697		CEPEC; NY	8	9	1965	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga		Shrub		1	Flower	Flores brancas.	99.5		-15.5583333333	-39.5066666667	MAP	Brasil	Bahia	Camacan	Estrada Canavieiras-Camacan	32 km W de Canavieiras, Margem da Rodovia Camacan	endofline
BAU807	Bauti_807	Bautista, H.P.	807	Pinto, G.C.P.	CEPEC; HALCB; IBGE; NY	14	7	1983	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000	P. guianensis (Delprete, P. 1997)			Harleyi			Restinga	areia	Shrub		1	Bud	Folhas reunidas no ápice dos ramos; inflorescências terminais com flores branco-amareladas. Frequente. 	1		-12.7333333333	-38.15	LABEL	Brasil	Bahia	Camaçari	BA-099 Estrada do Côco	BA-099, Estrada do Côco, entre Arembepe e Monte Gordo. - RADAM SD.24-X-A PT 02	endofline
SAN142	Sant'_142	Sant'Ana, S.C.	142		CEPEC; HUEFS; MBM; MO; NY	14	12	1991	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Steyermark, A.	 	 		In Sant'Ana 142, according to type, the lobes of the calyx are less pubescent but the bracteoles and bracts have long digited apices, seemly hands subtending the flowers...		Harleyi								Flower		4.75		-15.6908333333	-39.0166666667	MAP	Brasil	Bahia	Canavieiras	Estrada Santa Luzia-Una	23 km E de Santa Luzia, na estrada de terra que liga ao km 49 da Rod. Una/Canavieiras. Campos de restinga.	endofline
SANT724	de Sa_724	de Sant'Ana, S.C.	724	A.M. de Carvalho; J.G. Jardim	CEPEC; MO	12	10	1998	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	5	2000				Harleyi			Restinga		Shrub		2	Flower; Fruit	Campo de resting com manchas de restinga arbustiva. Arbusto com 2 m alt. Folhas verdes discolores. Flores esverdeadas. Frutos imaturos verdes.	 		-15.5555555556	-39.0666666667	OTHER LABEL FROM SAME SITE	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. 19 km de Santa Luzia, na estrada que liga Santa Luzia/Canavieiras	endofline
VIC1556	Vicen_1556	Vicentini, A.	1556		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).		Shrub		1	Bud	Copa rala e tronco único. INFL - muito jovens, com botões indefinidos.	78		-15.5583333333	-39.0761111111	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1559	Vicen_1559	Vicentini, A.	1559		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).		Tree	2	1.5	Estéril	Copa rala. Estéril.	79		-15.5575	-39.0761111111	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1546	Vicen_1546	Vicentini, A.	1546		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).	arenoso	Shrub		2	Bud	Ca. 3 m de diâmetro de copa, com muitos troncas formando moita densa. Planta com ramos no nível do solo. frequente no local formando agrupametos homogêneos. Estéril com apenas uma inflorescência jovem.	81		-15.5555555556	-39.0761111111	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1557	Vicen_1557	Vicentini, A.	1557		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).		Small tree	2	1.5	Estéril	Copa rala. Estéril.	82		-15.5580555556	-39.0761111111	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1555	Vicen_1555	Vicentini, A.	1555		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).	arenoso	Small tree		1	Estéril	Formando moita de 2 m de diâmetro, com ramos no nível do solo. INFL - muito jovem com botões imaturos.	83		-15.5588888889	-39.0763888889	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1551	Vicen_1551	Vicentini, A.	1551		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).		Small tree	3	2	Flower	Inflorescências jovens com algumas flores maduras e velhas. FL - brancas.	89		-15.5544444444	-39.0763888889	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
VIC1549	Vicen_1549	Vicentini, A.	1549		MO	28	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga gramíneo-lenhosa de tabuleiro arenoso, solo arenoso (podzól hidromórfico).		Tree	5	3	Flower-old	Tronco circular, ritidoma cinza e fissurado. Mata baixa com dossel entre 5-6 m de altura.	92		-15.5544444444	-39.0766666667	GPS	Brasil	Bahia	Canavieiras	Poxim do Sul	Poxim do Sul. Santa Luzia-Canavieiras.	endofline
MAT1848	Matto_1848	Mattos Silva, L.A.	1848	Santos, T.S. dos; Brito, H.S.	CEPEC; NY; US	7	3	1985	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Boom, b.	 	1989				Harleyi			Mata estragada		Shrub		2	Fruit	Frutos imaturos de coloração verde.	50		-14.9166666667	-39.0333333333	OTHER LABEL FROM SAME SITE	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Guanabara (junto à fazenda Barra do Manguinho), Ramal com entrada no km 10 da rodo. Ilhéus/Olivença, lado dierito, 4 km a oeste da rodovia	endofline
THO9724	Thoma_9724	Thomas, W.W.	9724		MO	3	2	1993	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Delprete, P.	 	1998				Harleyi			Capoeirao stragada		Shrub		1.5	Flower	Leaves dark shiny green above, paler beneath, fruit green.	1		-14.9833333333	-39.05	LABEL	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. 10 km S of Ilhéus airport on road to Olivença, then 3 km west.	endofline
HAT68572	Hatsc_68572	Hatschbach, G.	68572	Hatschbach, M.; Silva, J.M.	MBM; US	16	10	1998	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Smith, S.F.	 	1999				Harleyi			Restinga arbórea		Shrub		3	Flower	Flor alva.	1.25		-14.95	-39.0166666667	MAP - Olivença	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Parque dos Orixás	endofline
MAT2914	Matto_2914	Mattos Silva, L.A.	2914	Cardoso, S., Souza, C.A., Morais, A.C. da S.; Mangabeira, P.A.O., Oliveira, S.J.R. de	CEPEC	11	2	1993	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga		Shrub		1.5	Fruit	Frutos maturos, cor verde.	1		-14.9166666667	-39.0333333333	OTHER LABEL FROM SAME SITE	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Barra do Manguinho, ramal com entrada no km 10 Rod. Pontal/Olivença. Coletas 3,5 km a oeste da praia.	endofline
MAT1131	Matto_1131	Mattos Silva, L.A.	1131	Hage, J.L.; Brito, H.S.	CEPEC; HALCB; IBGE	29	9	1980	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000	P. guianensis Aubl.			Harleyi			Capoeira, solo arenoso	arenoso	Small tree	15	4	Flower	Capoeira bastante estragada por estratores da fibra produzida pela piaçaveira. Flores brancas perfumadas.	50		-14.9308333333	-39.0416666667	OTHER LABEL FROM SAME SITE	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Barra do Manguinho, ramal com entrada no km 12 da Rodovia Pontal/Olivença, lado direito. Área de piaçava, 3 km a O da entrada.	endofline
VIC1576	Vicen_1576	Vicentini, A.	1576		HUEFS; INPA; MO	30	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga arbórea baixa (5-6 m) e densa, sem monodominância, sobre tabuleiro arenoso (areia branca), entremeadas por áreas abertas de solo exposto (areia branca) com dominância de Lagenocarpus e Bonnettia stricta, inundável em terreno inclinado.	Podzol hidromófico	Small tree	5	2.5	Bud	Sob Humiria balsamifera, em moita com indivíduos esparsos. BT - botões e inflorescências iniciando a desenvolver.	68		-14.9172222222	-39.0327777778	GPS	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Barra do Manguinho, ramal com entrada no km 12 da Rodovia Pontal/Olivença, lado direito (W), ca. 3 km da entrada.	endofline
VIC1572	Vicen_1572	Vicentini, A.	1572		INPA	30	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga arbórea baixa (5-6 m) e densa, sem monodominância, sobre tabuleiro arenoso (areia branca), com áreas abertas de solo exposto (areia branca) com ilhas de Lagenocarpus, solo hidromófico.	Podzol hidromófico	Small tree	3	4	Estéril	Ritidoma cizna e fissurado. Ramos baixos, rente ao solo. Estéril, com inflorescência velha e seca.	77		-14.9163888889	-39.0336111111	GPS	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Barra do Manguinho, ramal com entrada no km 12 da Rodovia Pontal/Olivença, lado direito (W), ca. 3 km da entrada.	endofline
VIC1574	Vicen_1574	Vicentini, A.	1574		INPA; MO	30	6	2000	Pagamea  harleyi Steyerm.    	Pagamea harleyi Steyerm.	Pagamea	harleyi	harleyi	Vicentini, A.	6	2000				Harleyi			Restinga arbórea baixa (5-6 m) e densa, sem monodominância, sobre tabuleiro arenoso (areia branca), com áreas abertas de solo exposto (areia branca) com ilhas de Lagenocarpus, solo hidromófico.	Podzol hidromófico	Small tree	2	2	Bud; Fruit	Junto a outros indivíduos formando moita exclusiva de Pagamea. FR - poucos frutos na planta. Cálice alaranjado e lobado, com margem digitada; baga verde-claro brilhante, pedúculo e cálice jovem verde-amarelado.BT - alguns botões muito jovens também presentes (Fotos).	80		-14.9169444444	-39.0333333333	GPS	Brasil	Bahia	Ilhéus	Estrada Olivença-Una	Olivença. Fazenda Barra do Manguinho, ramal com entrada no km 12 da Rodovia Pontal/Olivença, lado direito (W), ca. 3 km da entrada.	endofline
